updatetime,vehiclecount,totalspaces,garagecode,streamtime
1621,284,400,6,1620
1621,90,210,7,1620
1621,474,700,8,1620
1651,51,65,1,1620
1651,512,512,2,1620
1651,839,1240,3,1620
1651,505,953,4,1620
1651,352,130,5,1620
1651,277,400,6,1620
1651,84,210,7,1620
1651,464,700,8,1620
1621,51,65,1,1620
1621,512,512,2,1620
1621,835,1240,3,1620
1621,521,953,4,1620
1621,356,130,5,1620
1621,275,400,6,1620
1621,83,210,7,1620
1621,455,700,8,1620
1651,43,65,1,1620
1651,512,512,2,1620
1651,827,1240,3,1620
1651,499,953,4,1620
1651,352,130,5,1620
1651,268,400,6,1620
1651,73,210,7,1620
1651,442,700,8,1620
1621,37,65,1,1620
1621,512,512,2,1620
1621,806,1240,3,1620
1621,487,953,4,1620
1621,339,130,5,1620
1621,239,400,6,1620
1621,62,210,7,1620
1621,416,700,8,1620
1651,34,65,1,1620
1651,512,512,2,1620
1651,743,1240,3,1620
1651,465,953,4,1620
1651,324,130,5,1620
1651,211,400,6,1620
1651,44,210,7,1620
1651,391,700,8,1620
1621,33,65,1,1620
1621,512,512,2,1620
1621,660,1240,3,1620
1621,461,953,4,1620
1621,332,130,5,1620
1621,213,400,6,1620
1621,35,210,7,1620
1621,366,700,8,1620
1651,26,65,1,1620
1651,512,512,2,1620
1651,504,1240,3,1620
1651,399,953,4,1620
1651,339,130,5,1620
1651,203,400,6,1620
1651,28,210,7,1620
1651,324,700,8,1620
1621,31,65,1,1620
1621,512,512,2,1620
1621,436,1240,3,1620
1621,354,953,4,1620
1621,351,130,5,1620
1621,183,400,6,1620
1621,28,210,7,1620
1621,313,700,8,1620
1651,29,65,1,1620
1651,512,512,2,1620
1651,385,1240,3,1620
1651,344,953,4,1620
1651,348,130,5,1620
1651,184,400,6,1620
1651,28,210,7,1620
1651,275,700,8,1620
1621,33,65,1,1620
1621,512,512,2,1620
1621,397,1240,3,1620
1621,305,953,4,1620
1621,352,130,5,1620
1621,155,400,6,1620
1621,25,210,7,1620
1621,232,700,8,1620
1651,35,65,1,1620
1651,512,512,2,1620
1651,385,1240,3,1620
1651,272,953,4,1620
1651,340,130,5,1620
1651,140,400,6,1620
1651,21,210,7,1620
1651,193,700,8,1620
1621,42,65,1,1620
1621,512,512,2,1620
1621,410,1240,3,1620
1621,241,953,4,1620
1621,344,130,5,1620
1621,129,400,6,1620
1621,24,210,7,1620
1621,167,700,8,1620
1651,40,65,1,1620
1651,512,512,2,1620
1651,477,1240,3,1620
1651,204,953,4,1620
1651,351,130,5,1620
1651,109,400,6,1620
1651,21,210,7,1620
1651,146,700,8,1620
1621,45,65,1,1620
1621,512,512,2,1620
1621,474,1240,3,1620
1621,169,953,4,1620
1621,349,130,5,1620
1621,96,400,6,1620
1621,21,210,7,1620
1621,127,700,8,1620
1651,43,65,1,1620
1651,512,512,2,1620
1651,445,1240,3,1620
1651,139,953,4,1620
1651,347,130,5,1620
1651,78,400,6,1620
1651,17,210,7,1620
1651,113,700,8,1620
1621,45,65,1,1620
1621,512,512,2,1620
1621,422,1240,3,1620
1621,119,953,4,1620
1621,335,130,5,1620
1621,67,400,6,1620
1621,15,210,7,1620
1621,105,700,8,1620
1651,46,65,1,1620
1651,512,512,2,1620
1651,401,1240,3,1620
1651,69,953,4,1620
1651,333,130,5,1620
1651,51,400,6,1620
1651,9,210,7,1620
1651,93,700,8,1620
1621,44,65,1,1620
1621,512,512,2,1620
1621,384,1240,3,1620
1621,58,953,4,1620
1621,313,130,5,1620
1621,43,400,6,1620
1621,8,210,7,1620
1621,85,700,8,1620
1651,47,65,1,1620
1651,512,512,2,1620
1651,322,1240,3,1620
1651,50,953,4,1620
1651,302,130,5,1620
1651,28,400,6,1620
1651,7,210,7,1620
1651,80,700,8,1620
1621,44,65,1,1620
1621,512,512,2,1620
1621,222,1240,3,1620
1621,38,953,4,1620
1621,292,130,5,1620
1621,25,400,6,1620
1621,6,210,7,1620
1621,77,700,8,1620
1651,44,65,1,1620
1651,512,512,2,1620
1651,215,1240,3,1620
1651,24,953,4,1620
1651,294,130,5,1620
1651,23,400,6,1620
1651,5,210,7,1620
1651,74,700,8,1620
1621,43,65,1,1620
1621,512,512,2,1620
1621,191,1240,3,1620
1621,12,953,4,1620
1621,288,130,5,1620
1621,23,400,6,1620
1621,5,210,7,1620
1621,73,700,8,1620
1651,42,65,1,1620
1651,512,512,2,1620
1651,191,1240,3,1620
1651,12,953,4,1620
1651,288,130,5,1620
1651,23,400,6,1620
1651,5,210,7,1620
1651,73,700,8,1620
1621,44,65,1,1620
1621,512,512,2,1620
1621,190,1240,3,1620
1621,12,953,4,1620
1621,281,130,5,1620
1621,23,400,6,1620
1621,5,210,7,1620
1621,73,700,8,1620
1651,44,65,1,1620
1651,512,512,2,1620
1651,190,1240,3,1620
1651,11,953,4,1620
1651,281,130,5,1620
1651,23,400,6,1620
1651,5,210,7,1620
1651,74,700,8,1620
1621,44,65,1,1620
1621,512,512,2,1620
1621,190,1240,3,1620
1621,11,953,4,1620
1621,281,130,5,1620
1621,23,400,6,1620
1621,5,210,7,1620
1621,75,700,8,1620
1651,44,65,1,1620
1651,512,512,2,1620
1651,190,1240,3,1620
1651,11,953,4,1620
1651,279,130,5,1620
1651,23,400,6,1620
1651,5,210,7,1620
1651,75,700,8,1620
1621,44,65,1,1620
1621,512,512,2,1620
1621,190,1240,3,1620
1621,11,953,4,1620
1621,279,130,5,1620
1621,23,400,6,1620
1621,5,210,7,1620
1621,77,700,8,1620
1651,44,65,1,1620
1651,512,512,2,1620
1651,190,1240,3,1620
1651,11,953,4,1620
1651,276,130,5,1620
1651,23,400,6,1620
1651,5,210,7,1620
1651,77,700,8,1620
1621,44,65,1,1620
1621,512,512,2,1620
1621,191,1240,3,1620
1621,12,953,4,1620
1621,277,130,5,1620
1621,23,400,6,1620
1621,5,210,7,1620
1621,77,700,8,1620
1651,44,65,1,1620
1651,512,512,2,1620
1651,190,1240,3,1620
1651,12,953,4,1620
1651,277,130,5,1620
1651,23,400,6,1620
1651,5,210,7,1620
1651,77,700,8,1620
1621,44,65,1,1620
1621,512,512,2,1620
1621,191,1240,3,1620
1621,9,953,4,1620
1621,277,130,5,1620
1621,23,400,6,1620
1621,5,210,7,1620
1621,78,700,8,1620
1651,44,65,1,1620
1651,512,512,2,1620
1651,193,1240,3,1620
1651,9,953,4,1620
1651,274,130,5,1620
1651,23,400,6,1620
1651,5,210,7,1620
1651,78,700,8,1620
1621,44,65,1,1620
1621,512,512,2,1620
1621,204,1240,3,1620
1621,13,953,4,1620
1621,273,130,5,1620
1621,23,400,6,1620
1621,6,210,7,1620
1621,78,700,8,1620
1651,43,65,1,1620
1651,512,512,2,1620
1651,224,1240,3,1620
1651,21,953,4,1620
1651,61,130,5,1620
1651,23,400,6,1620
1651,12,210,7,1620
1651,78,700,8,1620
1621,40,65,1,1620
1621,512,512,2,1620
1621,237,1240,3,1620
1621,32,953,4,1620
1621,57,130,5,1620
1621,27,400,6,1620
1621,18,210,7,1620
1621,83,700,8,1620
1651,32,65,1,1620
1651,512,512,2,1620
1651,284,1240,3,1620
1651,57,953,4,1620
1651,62,130,5,1620
1651,41,400,6,1620
1651,22,210,7,1620
1651,99,700,8,1620
1621,23,65,1,1620
1621,512,512,2,1620
1621,382,1240,3,1620
1621,107,953,4,1620
1621,62,130,5,1620
1621,60,400,6,1620
1621,40,210,7,1620
1621,138,700,8,1620
1651,19,65,1,1620
1651,512,512,2,1620
1651,544,1240,3,1620
1651,190,953,4,1620
1651,67,130,5,1620
1651,88,400,6,1620
1651,60,210,7,1620
1651,196,700,8,1620
1621,28,65,1,1620
1621,512,512,2,1620
1621,691,1240,3,1620
1621,252,953,4,1620
1621,86,130,5,1620
1621,84,400,6,1620
1621,68,210,7,1620
1621,258,700,8,1620
1651,28,65,1,1620
1651,512,512,2,1620
1651,751,1240,3,1620
1651,286,953,4,1620
1651,99,130,5,1620
1651,109,400,6,1620
1651,72,210,7,1620
1651,304,700,8,1620
1621,33,65,1,1620
1621,512,512,2,1620
1621,787,1240,3,1620
1621,357,953,4,1620
1621,106,130,5,1620
1621,140,400,6,1620
1621,73,210,7,1620
1621,349,700,8,1620
1651,35,65,1,1620
1651,513,512,2,1620
1651,817,1240,3,1620
1651,406,953,4,1620
1651,132,130,5,1620
1651,180,400,6,1620
1651,76,210,7,1620
1651,413,700,8,1620
1621,32,65,1,1620
1621,512,512,2,1620
1621,836,1240,3,1620
1621,453,953,4,1620
1621,141,130,5,1620
1621,203,400,6,1620
1621,74,210,7,1620
1621,478,700,8,1620
1651,30,65,1,1620
1651,512,512,2,1620
1651,859,1240,3,1620
1651,469,953,4,1620
1651,151,130,5,1620
1651,229,400,6,1620
1651,73,210,7,1620
1651,488,700,8,1620
1621,26,65,1,1620
1621,512,512,2,1620
1621,859,1240,3,1620
1621,487,953,4,1620
1621,147,130,5,1620
1621,247,400,6,1620
1621,79,210,7,1620
1621,499,700,8,1620
1651,25,65,1,1620
1651,512,512,2,1620
1651,853,1240,3,1620
1651,490,953,4,1620
1651,148,130,5,1620
1651,247,400,6,1620
1651,82,210,7,1620
1651,512,700,8,1620
1621,29,65,1,1620
1621,512,512,2,1620
1621,853,1240,3,1620
1621,487,953,4,1620
1621,142,130,5,1620
1621,256,400,6,1620
1621,85,210,7,1620
1621,543,700,8,1620
1651,28,65,1,1620
1651,512,512,2,1620
1651,833,1240,3,1620
1651,507,953,4,1620
1651,141,130,5,1620
1651,244,400,6,1620
1651,83,210,7,1620
1651,536,700,8,1620
1621,27,65,1,1620
1621,512,512,2,1620
1621,835,1240,3,1620
1621,507,953,4,1620
1621,133,130,5,1620
1621,232,400,6,1620
1621,82,210,7,1620
1621,542,700,8,1620
1651,24,65,1,1620
1651,512,512,2,1620
1651,819,1240,3,1620
1651,494,953,4,1620
1651,131,130,5,1620
1651,213,400,6,1620
1651,78,210,7,1620
1651,510,700,8,1620
1621,20,65,1,1620
1621,512,512,2,1620
1621,823,1240,3,1620
1621,487,953,4,1620
1621,134,130,5,1620
1621,215,400,6,1620
1621,66,210,7,1620
1621,468,700,8,1620
1651,19,65,1,1620
1651,512,512,2,1620
1651,755,1240,3,1620
1651,471,953,4,1620
1651,120,130,5,1620
1651,182,400,6,1620
1651,51,210,7,1620
1651,427,700,8,1620
1621,12,65,1,1620
1621,512,512,2,1620
1621,727,1240,3,1620
1621,456,953,4,1620
1621,123,130,5,1620
1621,178,400,6,1620
1621,42,210,7,1620
1621,384,700,8,1620
1651,10,65,1,1620
1651,512,512,2,1620
1651,595,1240,3,1620
1651,432,953,4,1620
1651,118,130,5,1620
1651,158,400,6,1620
1651,37,210,7,1620
1651,333,700,8,1620
1621,15,65,1,1620
1621,512,512,2,1620
1621,516,1240,3,1620
1621,418,953,4,1620
1621,132,130,5,1620
1621,155,400,6,1620
1621,37,210,7,1620
1621,306,700,8,1620
1651,13,65,1,1620
1651,512,512,2,1620
1651,505,1240,3,1620
1651,421,953,4,1620
1651,141,130,5,1620
1651,140,400,6,1620
1651,35,210,7,1620
1651,268,700,8,1620
1621,23,65,1,1620
1621,512,512,2,1620
1621,467,1240,3,1620
1621,418,953,4,1620
1621,141,130,5,1620
1621,124,400,6,1620
1621,65,210,7,1620
1621,225,700,8,1620
1651,28,65,1,1620
1651,512,512,2,1620
1651,454,1240,3,1620
1651,426,953,4,1620
1651,134,130,5,1620
1651,113,400,6,1620
1651,82,210,7,1620
1651,189,700,8,1620
1621,35,65,1,1620
1621,512,512,2,1620
1621,445,1240,3,1620
1621,446,953,4,1620
1621,144,130,5,1620
1621,127,400,6,1620
1621,88,210,7,1620
1621,198,700,8,1620
1651,40,65,1,1620
1651,512,512,2,1620
1651,421,1240,3,1620
1651,425,953,4,1620
1651,139,130,5,1620
1651,133,400,6,1620
1651,86,210,7,1620
1651,177,700,8,1620
1621,42,65,1,1620
1621,512,512,2,1620
1621,419,1240,3,1620
1621,398,953,4,1620
1621,140,130,5,1620
1621,124,400,6,1620
1621,76,210,7,1620
1621,169,700,8,1620
1651,43,65,1,1620
1651,512,512,2,1620
1651,395,1240,3,1620
1651,346,953,4,1620
1651,131,130,5,1620
1651,109,400,6,1620
1651,63,210,7,1620
1651,151,700,8,1620
1621,47,65,1,1620
1621,512,512,2,1620
1621,373,1240,3,1620
1621,327,953,4,1620
1621,115,130,5,1620
1621,92,400,6,1620
1621,51,210,7,1620
1621,130,700,8,1620
1651,47,65,1,1620
1651,512,512,2,1620
1651,336,1240,3,1620
1651,280,953,4,1620
1651,119,130,5,1620
1651,59,400,6,1620
1651,39,210,7,1620
1651,112,700,8,1620
1621,46,65,1,1620
1621,512,512,2,1620
1621,290,1240,3,1620
1621,260,953,4,1620
1621,109,130,5,1620
1621,35,400,6,1620
1621,32,210,7,1620
1621,98,700,8,1620
1651,46,65,1,1620
1651,512,512,2,1620
1651,265,1240,3,1620
1651,100,953,4,1620
1651,94,130,5,1620
1651,22,400,6,1620
1651,10,210,7,1620
1651,85,700,8,1620
1621,48,65,1,1620
1621,512,512,2,1620
1621,250,1240,3,1620
1621,85,953,4,1620
1621,86,130,5,1620
1621,13,400,6,1620
1621,9,210,7,1620
1621,83,700,8,1620
1651,48,65,1,1620
1651,512,512,2,1620
1651,241,1240,3,1620
1651,37,953,4,1620
1651,82,130,5,1620
1651,13,400,6,1620
1651,9,210,7,1620
1651,82,700,8,1620
1621,47,65,1,1620
1621,512,512,2,1620
1621,234,1240,3,1620
1621,23,953,4,1620
1621,78,130,5,1620
1621,10,400,6,1620
1621,8,210,7,1620
1621,82,700,8,1620
1651,46,65,1,1620
1651,512,512,2,1620
1651,233,1240,3,1620
1651,23,953,4,1620
1651,72,130,5,1620
1651,10,400,6,1620
1651,7,210,7,1620
1651,80,700,8,1620
1621,45,65,1,1620
1621,512,512,2,1620
1621,233,1240,3,1620
1621,22,953,4,1620
1621,71,130,5,1620
1621,10,400,6,1620
1621,7,210,7,1620
1621,80,700,8,1620
1651,45,65,1,1620
1651,512,512,2,1620
1651,233,1240,3,1620
1651,22,953,4,1620
1651,70,130,5,1620
1651,9,400,6,1620
1651,7,210,7,1620
1651,80,700,8,1620
1621,45,65,1,1620
1621,512,512,2,1620
1621,233,1240,3,1620
1621,22,953,4,1620
1621,70,130,5,1620
1621,9,400,6,1620
1621,7,210,7,1620
1621,81,700,8,1620
1651,45,65,1,1620
1651,512,512,2,1620
1651,233,1240,3,1620
1651,21,953,4,1620
1651,70,130,5,1620
1651,9,400,6,1620
1651,7,210,7,1620
1651,81,700,8,1620
1621,45,65,1,1620
1621,512,512,2,1620
1621,233,1240,3,1620
1621,21,953,4,1620
1621,70,130,5,1620
1621,9,400,6,1620
1621,7,210,7,1620
1621,82,700,8,1620
1651,45,65,1,1620
1651,512,512,2,1620
1651,233,1240,3,1620
1651,21,953,4,1620
1651,68,130,5,1620
1651,9,400,6,1620
1651,7,210,7,1620
1651,82,700,8,1620
1621,45,65,1,1620
1621,512,512,2,1620
1621,233,1240,3,1620
1621,22,953,4,1620
1621,67,130,5,1620
1621,9,400,6,1620
1621,7,210,7,1620
1621,82,700,8,1620
1651,45,65,1,1620
1651,512,512,2,1620
1651,235,1240,3,1620
1651,22,953,4,1620
1651,66,130,5,1620
1651,9,400,6,1620
1651,7,210,7,1620
1651,82,700,8,1620
1621,45,65,1,1620
1621,512,512,2,1620
1621,235,1240,3,1620
1621,22,953,4,1620
1621,67,130,5,1620
1621,9,400,6,1620
1621,7,210,7,1620
1621,82,700,8,1620
1651,45,65,1,1620
1651,512,512,2,1620
1651,235,1240,3,1620
1651,24,953,4,1620
1651,67,130,5,1620
1651,9,400,6,1620
1651,7,210,7,1620
1651,82,700,8,1620
1621,45,65,1,1620
1621,512,512,2,1620
1621,243,1240,3,1620
1621,29,953,4,1620
1621,68,130,5,1620
1621,12,400,6,1620
1621,7,210,7,1620
1621,84,700,8,1620
1651,43,65,1,1620
1651,512,512,2,1620
1651,247,1240,3,1620
1651,38,953,4,1620
1651,71,130,5,1620
1651,13,400,6,1620
1651,10,210,7,1620
1651,85,700,8,1620
1621,38,65,1,1620
1621,512,512,2,1620
1621,257,1240,3,1620
1621,48,953,4,1620
1621,66,130,5,1620
1621,19,400,6,1620
1621,16,210,7,1620
1621,88,700,8,1620
1651,38,65,1,1620
1651,512,512,2,1620
1651,308,1240,3,1620
1651,61,953,4,1620
1651,62,130,5,1620
1651,34,400,6,1620
1651,21,210,7,1620
1651,101,700,8,1620
1621,32,65,1,1620
1621,512,512,2,1620
1621,428,1240,3,1620
1621,106,953,4,1620
1621,63,130,5,1620
1621,59,400,6,1620
1621,37,210,7,1620
1621,145,700,8,1620
1651,28,65,1,1620
1651,512,512,2,1620
1651,648,1240,3,1620
1651,159,953,4,1620
1651,77,130,5,1620
1651,91,400,6,1620
1651,49,210,7,1620
1651,205,700,8,1620
1621,36,65,1,1620
1621,512,512,2,1620
1621,838,1240,3,1620
1621,234,953,4,1620
1621,96,130,5,1620
1621,133,400,6,1620
1621,52,210,7,1620
1621,228,700,8,1620
1651,27,65,1,1620
1651,512,512,2,1620
1651,923,1240,3,1620
1651,270,953,4,1620
1651,107,130,5,1620
1651,165,400,6,1620
1651,56,210,7,1620
1651,269,700,8,1620
1621,32,65,1,1620
1621,512,512,2,1620
1621,943,1240,3,1620
1621,316,953,4,1620
1621,121,130,5,1620
1621,203,400,6,1620
1621,57,210,7,1620
1621,345,700,8,1620
1667,39,65,1,1620
1667,512,512,2,1620
1667,981,1240,3,1620
1667,385,953,4,1620
1667,144,130,5,1620
1667,262,400,6,1620
1667,58,210,7,1620
1667,438,700,8,1620
1621,40,65,1,1620
1621,512,512,2,1620
1621,986,1240,3,1620
1621,403,953,4,1620
1621,145,130,5,1620
1621,266,400,6,1620
1621,62,210,7,1620
1621,477,700,8,1620
1651,38,65,1,1620
1651,512,512,2,1620
1651,1002,1240,3,1620
1651,427,953,4,1620
1651,151,130,5,1620
1651,275,400,6,1620
1651,64,210,7,1620
1651,502,700,8,1620
1621,43,65,1,1620
1621,512,512,2,1620
1621,1017,1240,3,1620
1621,461,953,4,1620
1621,149,130,5,1620
1621,293,400,6,1620
1621,65,210,7,1620
1621,501,700,8,1620
1651,39,65,1,1620
1651,512,512,2,1620
1651,1027,1240,3,1620
1651,480,953,4,1620
1651,153,130,5,1620
1651,293,400,6,1620
1651,70,210,7,1620
1651,475,700,8,1620
1621,38,65,1,1620
1621,512,512,2,1620
1621,1033,1240,3,1620
1621,514,953,4,1620
1621,157,130,5,1620
1621,291,400,6,1620
1621,73,210,7,1620
1621,469,700,8,1620
1651,40,65,1,1620
1651,512,512,2,1620
1651,1014,1240,3,1620
1651,499,953,4,1620
1651,149,130,5,1620
1651,290,400,6,1620
1651,74,210,7,1620
1651,477,700,8,1620
1621,39,65,1,1620
1621,512,512,2,1620
1621,992,1240,3,1620
1621,497,953,4,1620
1621,139,130,5,1620
1621,271,400,6,1620
1621,71,210,7,1620
1621,461,700,8,1620
1651,38,65,1,1620
1651,512,512,2,1620
1651,985,1240,3,1620
1651,475,953,4,1620
1651,139,130,5,1620
1651,250,400,6,1620
1651,66,210,7,1620
1651,440,700,8,1620
1621,30,65,1,1620
1621,512,512,2,1620
1621,954,1240,3,1620
1621,492,953,4,1620
1621,139,130,5,1620
1621,238,400,6,1620
1621,59,210,7,1620
1621,437,700,8,1620
1651,28,65,1,1620
1651,512,512,2,1620
1651,905,1240,3,1620
1651,452,953,4,1620
1651,137,130,5,1620
1651,217,400,6,1620
1651,41,210,7,1620
1651,421,700,8,1620
1621,27,65,1,1620
1621,512,512,2,1620
1621,842,1240,3,1620
1621,429,953,4,1620
1621,138,130,5,1620
1621,214,400,6,1620
1621,38,210,7,1620
1621,400,700,8,1620
1651,20,65,1,1620
1651,512,512,2,1620
1651,686,1240,3,1620
1651,410,953,4,1620
1651,134,130,5,1620
1651,207,400,6,1620
1651,31,210,7,1620
1651,364,700,8,1620
1621,15,65,1,1620
1621,512,512,2,1620
1621,576,1240,3,1620
1621,395,953,4,1620
1621,144,130,5,1620
1621,192,400,6,1620
1621,31,210,7,1620
1621,347,700,8,1620
1651,21,65,1,1620
1651,512,512,2,1620
1651,581,1240,3,1620
1651,388,953,4,1620
1651,152,130,5,1620
1651,179,400,6,1620
1651,33,210,7,1620
1651,301,700,8,1620
1621,21,65,1,1620
1621,512,512,2,1620
1621,600,1240,3,1620
1621,399,953,4,1620
1621,154,130,5,1620
1621,179,400,6,1620
1621,37,210,7,1620
1621,259,700,8,1620
1651,34,65,1,1620
1651,512,512,2,1620
1651,583,1240,3,1620
1651,388,953,4,1620
1651,157,130,5,1620
1651,182,400,6,1620
1651,33,210,7,1620
1651,235,700,8,1620
1621,37,65,1,1620
1621,512,512,2,1620
1621,590,1240,3,1620
1621,361,953,4,1620
1621,157,130,5,1620
1621,192,400,6,1620
1621,38,210,7,1620
1621,230,700,8,1620
1651,38,65,1,1620
1651,512,512,2,1620
1651,637,1240,3,1620
1651,314,953,4,1620
1651,159,130,5,1620
1651,189,400,6,1620
1651,38,210,7,1620
1651,206,700,8,1620
1621,34,65,1,1620
1621,512,512,2,1620
1621,668,1240,3,1620
1621,274,953,4,1620
1621,156,130,5,1620
1621,164,400,6,1620
1621,34,210,7,1620
1621,191,700,8,1620
1651,40,65,1,1620
1651,512,512,2,1620
1651,627,1240,3,1620
1651,229,953,4,1620
1651,149,130,5,1620
1651,141,400,6,1620
1651,33,210,7,1620
1651,179,700,8,1620
1621,39,65,1,1620
1621,512,512,2,1620
1621,601,1240,3,1620
1621,192,953,4,1620
1621,145,130,5,1620
1621,107,400,6,1620
1621,32,210,7,1620
1621,155,700,8,1620
1651,40,65,1,1620
1651,512,512,2,1620
1651,529,1240,3,1620
1651,127,953,4,1620
1651,144,130,5,1620
1651,84,400,6,1620
1651,25,210,7,1620
1651,133,700,8,1620
1621,36,65,1,1620
1621,512,512,2,1620
1621,485,1240,3,1620
1621,97,953,4,1620
1621,126,130,5,1620
1621,47,400,6,1620
1621,21,210,7,1620
1621,107,700,8,1620
1651,37,65,1,1620
1651,512,512,2,1620
1651,409,1240,3,1620
1651,85,953,4,1620
1651,108,130,5,1620
1651,21,400,6,1620
1651,19,210,7,1620
1651,83,700,8,1620
1621,35,65,1,1620
1621,512,512,2,1620
1621,250,1240,3,1620
1621,57,953,4,1620
1621,109,130,5,1620
1621,16,400,6,1620
1621,14,210,7,1620
1621,65,700,8,1620
1651,34,65,1,1620
1651,512,512,2,1620
1651,233,1240,3,1620
1651,34,953,4,1620
1651,107,130,5,1620
1651,15,400,6,1620
1651,12,210,7,1620
1651,52,700,8,1620
1621,33,65,1,1620
1621,512,512,2,1620
1621,227,1240,3,1620
1621,15,953,4,1620
1621,102,130,5,1620
1621,12,400,6,1620
1621,12,210,7,1620
1621,46,700,8,1620
1651,36,65,1,1620
1651,512,512,2,1620
1651,223,1240,3,1620
1651,33,953,4,1620
1651,99,130,5,1620
1651,12,400,6,1620
1651,9,210,7,1620
1651,44,700,8,1620
1621,38,65,1,1620
1621,512,512,2,1620
1621,224,1240,3,1620
1621,33,953,4,1620
1621,96,130,5,1620
1621,12,400,6,1620
1621,9,210,7,1620
1621,43,700,8,1620
1651,38,65,1,1620
1651,512,512,2,1620
1651,225,1240,3,1620
1651,31,953,4,1620
1651,93,130,5,1620
1651,12,400,6,1620
1651,9,210,7,1620
1651,43,700,8,1620
1621,38,65,1,1620
1621,512,512,2,1620
1621,225,1240,3,1620
1621,32,953,4,1620
1621,91,130,5,1620
1621,11,400,6,1620
1621,9,210,7,1620
1621,43,700,8,1620
1651,38,65,1,1620
1651,512,512,2,1620
1651,224,1240,3,1620
1651,32,953,4,1620
1651,89,130,5,1620
1651,11,400,6,1620
1651,9,210,7,1620
1651,43,700,8,1620
1621,38,65,1,1620
1621,512,512,2,1620
1621,224,1240,3,1620
1621,32,953,4,1620
1621,88,130,5,1620
1621,11,400,6,1620
1621,9,210,7,1620
1621,45,700,8,1620
1651,39,65,1,1620
1651,512,512,2,1620
1651,224,1240,3,1620
1651,32,953,4,1620
1651,87,130,5,1620
1651,11,400,6,1620
1651,9,210,7,1620
1651,45,700,8,1620
1621,39,65,1,1620
1621,512,512,2,1620
1621,224,1240,3,1620
1621,32,953,4,1620
1621,86,130,5,1620
1621,11,400,6,1620
1621,9,210,7,1620
1621,45,700,8,1620
1651,39,65,1,1620
1651,512,512,2,1620
1651,225,1240,3,1620
1651,32,953,4,1620
1651,87,130,5,1620
1651,11,400,6,1620
1651,9,210,7,1620
1651,45,700,8,1620
1621,39,65,1,1620
1621,512,512,2,1620
1621,226,1240,3,1620
1621,32,953,4,1620
1621,87,130,5,1620
1621,11,400,6,1620
1621,9,210,7,1620
1621,45,700,8,1620
1651,38,65,1,1620
1651,512,512,2,1620
1651,228,1240,3,1620
1651,32,953,4,1620
1651,85,130,5,1620
1651,11,400,6,1620
1651,9,210,7,1620
1651,46,700,8,1620
1621,38,65,1,1620
1621,512,512,2,1620
1621,234,1240,3,1620
1621,38,953,4,1620
1621,85,130,5,1620
1621,12,400,6,1620
1621,10,210,7,1620
1621,47,700,8,1620
1651,36,65,1,1620
1651,512,512,2,1620
1651,238,1240,3,1620
1651,45,953,4,1620
1651,87,130,5,1620
1651,15,400,6,1620
1651,11,210,7,1620
1651,49,700,8,1620
1621,37,65,1,1620
1621,512,512,2,1620
1621,255,1240,3,1620
1621,52,953,4,1620
1621,87,130,5,1620
1621,17,400,6,1620
1621,19,210,7,1620
1621,54,700,8,1620
1651,36,65,1,1620
1651,512,512,2,1620
1651,323,1240,3,1620
1651,62,953,4,1620
1651,80,130,5,1620
1651,29,400,6,1620
1651,20,210,7,1620
1651,68,700,8,1620
1621,25,65,1,1620
1621,512,512,2,1620
1621,426,1240,3,1620
1621,121,953,4,1620
1621,84,130,5,1620
1621,53,400,6,1620
1621,34,210,7,1620
1621,103,700,8,1620
1651,26,65,1,1620
1651,512,512,2,1620
1651,629,1240,3,1620
1651,190,953,4,1620
1651,89,130,5,1620
1651,80,400,6,1620
1651,50,210,7,1620
1651,179,700,8,1620
1621,26,65,1,1620
1621,512,512,2,1620
1621,783,1240,3,1620
1621,240,953,4,1620
1621,107,130,5,1620
1621,116,400,6,1620
1621,61,210,7,1620
1621,245,700,8,1620
1651,28,65,1,1620
1651,512,512,2,1620
1651,851,1240,3,1620
1651,271,953,4,1620
1651,120,130,5,1620
1651,145,400,6,1620
1651,64,210,7,1620
1651,279,700,8,1620
1621,33,65,1,1620
1621,512,512,2,1620
1621,912,1240,3,1620
1621,337,953,4,1620
1621,127,130,5,1620
1621,175,400,6,1620
1621,65,210,7,1620
1621,343,700,8,1620
1651,30,65,1,1620
1651,512,512,2,1620
1651,926,1240,3,1620
1651,402,953,4,1620
1651,148,130,5,1620
1651,208,400,6,1620
1651,71,210,7,1620
1651,402,700,8,1620
1621,31,65,1,1620
1621,512,512,2,1620
1621,944,1240,3,1620
1621,446,953,4,1620
1621,159,130,5,1620
1621,238,400,6,1620
1621,71,210,7,1620
1621,434,700,8,1620
1651,26,65,1,1620
1651,512,512,2,1620
1651,946,1240,3,1620
1651,495,953,4,1620
1651,168,130,5,1620
1651,244,400,6,1620
1651,75,210,7,1620
1651,454,700,8,1620
1621,27,65,1,1620
1621,512,512,2,1620
1621,972,1240,3,1620
1621,516,953,4,1620
1621,159,130,5,1620
1621,248,400,6,1620
1621,74,210,7,1620
1621,465,700,8,1620
1651,21,65,1,1620
1651,512,512,2,1620
1651,965,1240,3,1620
1651,515,953,4,1620
1651,158,130,5,1620
1651,254,400,6,1620
1651,73,210,7,1620
1651,467,700,8,1620
1621,23,65,1,1620
1621,512,512,2,1620
1621,970,1240,3,1620
1621,515,953,4,1620
